item1,item2,similarity,grupo,categoria,tipo_producto,titulo,pais_revista,revista,ISSN,ano,vol,fasc,pags,DOI,autores
1108,1114,0.7157452620509778,GORAS,Artículos publicados,Publicado en revista especializada,"El sector retail, los puntos de venta y el comportamiento de compra de los consumidores de la base de la pirámide en la comuna 10 de la ciudad de Medellín",Colombia,Revista Ciencias Estrategicas ,1794-8347,2016,23,33 ,101 - 116,N/A,LUIS FERNANDO QUINTERO ARANGO
1108,1151,0.7517296073704975,GORAS,Artículos publicados,Publicado en revista especializada,"El sector retail, los puntos de venta y el comportamiento de compra de los consumidores de la base de la pirámide en la comuna 10 de la ciudad de Medellín",Colombia,Revista Ciencias Estrategicas ,1794-8347,2016,23,33 ,101 - 116,N/A,LUIS FERNANDO QUINTERO ARANGO
1108,1063,0.7129906135239522,GORAS,Artículos publicados,Publicado en revista especializada,"El sector retail, los puntos de venta y el comportamiento de compra de los consumidores de la base de la pirámide en la comuna 10 de la ciudad de Medellín",Colombia,Revista Ciencias Estrategicas ,1794-8347,2016,23,33 ,101 - 116,N/A,LUIS FERNANDO QUINTERO ARANGO
1108,1115,0.7072980720817515,GORAS,Artículos publicados,Publicado en revista especializada,"El sector retail, los puntos de venta y el comportamiento de compra de los consumidores de la base de la pirámide en la comuna 10 de la ciudad de Medellín",Colombia,Revista Ciencias Estrategicas ,1794-8347,2016,23,33 ,101 - 116,N/A,LUIS FERNANDO QUINTERO ARANGO
1113,1141,0.7312724241271307,GORAS,Artículos publicados,Publicado en revista especializada,Evaluación de la tecnologías para la Gestión del Conocimiento,Colombia,Dimensión Empresarial ,1692-8563,2015,13,2 ,205 - 217,,CARLOS MARIO DURANGO YEPES
1114,1108,0.7157452620509778,GORAS,Artículos publicados,Publicado en revista especializada,COMPETENCIAS DOCENTES PARA LA ENSEÑANZA DE LA METODOLOGÍA DE LA INVESTIGACIÓN Y LA EVALUACIÓN DE TRABAJOS DE GRADO Y TESIS DOCTORALES EN ADMINISTRACIÓN,Colombia,El Ágora Usb ,1657-8031,2015,15,1 ,137 - 151,"NA","JORMARIS MARTINEZ GOMEZ, MARIO LEON RESTREPO MUNERA, JUAN GUILLERMO SALDARRIAGA RIOS, IVAN DARIO TORO JARAMILLO"
1114,1120,0.7002706682036279,GORAS,Artículos publicados,Publicado en revista especializada,COMPETENCIAS DOCENTES PARA LA ENSEÑANZA DE LA METODOLOGÍA DE LA INVESTIGACIÓN Y LA EVALUACIÓN DE TRABAJOS DE GRADO Y TESIS DOCTORALES EN ADMINISTRACIÓN,Colombia,El Ágora Usb ,1657-8031,2015,15,1 ,137 - 151,"NA","JORMARIS MARTINEZ GOMEZ, MARIO LEON RESTREPO MUNERA, JUAN GUILLERMO SALDARRIAGA RIOS, IVAN DARIO TORO JARAMILLO"
1114,1115,0.9919501068991625,GORAS,Artículos publicados,Publicado en revista especializada,COMPETENCIAS DOCENTES PARA LA ENSEÑANZA DE LA METODOLOGÍA DE LA INVESTIGACIÓN Y LA EVALUACIÓN DE TRABAJOS DE GRADO Y TESIS DOCTORALES EN ADMINISTRACIÓN,Colombia,El Ágora Usb ,1657-8031,2015,15,1 ,137 - 151,"NA","JORMARIS MARTINEZ GOMEZ, MARIO LEON RESTREPO MUNERA, JUAN GUILLERMO SALDARRIAGA RIOS, IVAN DARIO TORO JARAMILLO"
1114,1143,0.7035264706814484,GORAS,Artículos publicados,Publicado en revista especializada,COMPETENCIAS DOCENTES PARA LA ENSEÑANZA DE LA METODOLOGÍA DE LA INVESTIGACIÓN Y LA EVALUACIÓN DE TRABAJOS DE GRADO Y TESIS DOCTORALES EN ADMINISTRACIÓN,Colombia,El Ágora Usb ,1657-8031,2015,15,1 ,137 - 151,"NA","JORMARIS MARTINEZ GOMEZ, MARIO LEON RESTREPO MUNERA, JUAN GUILLERMO SALDARRIAGA RIOS, IVAN DARIO TORO JARAMILLO"
1115,1108,0.7072980720817515,GORAS,Artículos publicados,Publicado en revista especializada,Competencias Docentes para la Enseñanza de la Metodología de Investigación y La Evaluación de Trabajos de Grado y tesis Doctorales en Administración,Colombia,El Ágora Usb ,1657-8031,2015,15,1 ,137 - 149,,MARIO LEON RESTREPO MUNERA
1115,1114,0.9919501068991625,GORAS,Artículos publicados,Publicado en revista especializada,Competencias Docentes para la Enseñanza de la Metodología de Investigación y La Evaluación de Trabajos de Grado y tesis Doctorales en Administración,Colombia,El Ágora Usb ,1657-8031,2015,15,1 ,137 - 149,,MARIO LEON RESTREPO MUNERA
1116,1118,1,GORAS,Artículos publicados,Publicado en revista especializada,Metodología para evaluar la madurez de la gestión del conocimiento en algunas grandes empresas colombianas,Colombia,Tecnura ,0123-921X,2015,19,43 ,14 - 30,,CARLOS MARIO DURANGO YEPES
1118,1116,1,GORAS,Artículos publicados,Publicado en revista especializada,METODOLOGÍA PARA EVALUAR LA MADUREZ DE LA GESTIÓN DEL CONOCIMIENTO EN ALGUNAS GRANDES EMPRESAS COLOMBIANAS,Colombia,Tecnura ,0123-921X,2015,19,43 ,14 - 30,,MARTHA ELENA QUINTERO MUNOZ
1120,1114,0.7002706682036279,GORAS,Artículos publicados,Publicado en revista especializada,"Percepción de docentes de universidades públicas de Colombia en torno a la virtud, la felicidad y la autonomía en su trabajo",Colombia,Luciérnaga : Revista Virtual ,2027-1557,2013,5,10 ,103 - 109,,"ALEXANDER MARIN LOPEZ, GUSTAVO ADOLFO ZAPATA CALDERON"
1125,1127,1,GORAS,Artículos publicados,Publicado en revista especializada,Transferencia de conocimiento orientada a la innovación social en la relación ciencia-tecnología y sociedad,Colombia,Pensamiento & Gestión ,2145-941X,2011,31, ,137 - 166,,CARLOS ANDRES ARISTIZABAL BOTERO
1127,1125,1,GORAS,Artículos publicados,Publicado en revista especializada,Transferencia de conocimiento orientada a la innovación social en la relación ciencia-tecnología y sociedad,Colombia,Revista Pensamiento Y Gestión ,0122-5073,2011,31,1 ,137 - 166,,"JOSE ENRIQUE ARIAS PEREZ, CARLOS ANDRES ARISTIZABAL BOTERO"
1128,1138,0.7257747386024231,GORAS,Artículos publicados,Corto (Resumen),El rol del profesor(a) en el proceso de enseñanza aprendizaje de la investigación en el pregrado de Enfermería de la Universidad de Antioquia,Portugal,Revista de Enfermagem Referência ,0874-0283,2011,2,4 ,150 - 150,,CARLOS ANDRES ARISTIZABAL BOTERO
1128,1151,0.7481900559272088,GORAS,Artículos publicados,Corto (Resumen),El rol del profesor(a) en el proceso de enseñanza aprendizaje de la investigación en el pregrado de Enfermería de la Universidad de Antioquia,Portugal,Revista de Enfermagem Referência ,0874-0283,2011,2,4 ,150 - 150,,CARLOS ANDRES ARISTIZABAL BOTERO
1128,1108,0.7398300378117157,GORAS,Artículos publicados,Corto (Resumen),El rol del profesor(a) en el proceso de enseñanza aprendizaje de la investigación en el pregrado de Enfermería de la Universidad de Antioquia,Portugal,Revista de Enfermagem Referência ,0874-0283,2011,2,4 ,150 - 150,,CARLOS ANDRES ARISTIZABAL BOTERO
1128,1063,0.7234780434144716,GORAS,Artículos publicados,Corto (Resumen),El rol del profesor(a) en el proceso de enseñanza aprendizaje de la investigación en el pregrado de Enfermería de la Universidad de Antioquia,Portugal,Revista de Enfermagem Referência ,0874-0283,2011,2,4 ,150 - 150,,CARLOS ANDRES ARISTIZABAL BOTERO
1129,1130,1.0000000000000002,GORAS,Artículos publicados,Publicado en revista especializada,"El dato, la información, el conocimiento, y su productividad en empresas del sector público de Medellín",Colombia,Semestre Económico ,0120-6346,2011,14,28 ,95 - 109,,"JOSE ENRIQUE ARIAS PEREZ, CARLOS ANDRES ARISTIZABAL BOTERO"
1130,1129,1.0000000000000002,GORAS,Artículos publicados,Publicado en revista especializada,"El Dato, la información, el conocimiento y su productividad en empresas del sector público de Medellín",Colombia,Semestre Económico ,0120-6346,2011,14,28 ,95 - 110,http://www.scielo.org.co/pdf/seec/v14n28/v14n28a7.pdf,"CARLOS ANDRES ARISTIZABAL BOTERO, JOSE ENRIQUE ARIAS PEREZ"
1132,1134,0.8749999999999999,GORAS,Artículos publicados,Publicado en revista especializada,Construcción de una Herramienta para la Identificación de los Conocimientos Clave del Proceso de I+D+i en la Universidad Pontificia Bolivariana.,Colombia,Revista Ciencias Estrategicas ,1794-8347,2009,17,21 ,75 - 88,,"JOSE ENRIQUE ARIAS PEREZ, CARLOS MARIO DURANGO YEPES"
1133,1139,0.949070752956621,GORAS,Artículos publicados,Publicado en revista especializada,Prospectiva de Marketing Social en Empresas de Servicios. El Marketing Social: Más allá de las Acciones de Responsabilidad Social Empresarial,Colombia,Revista Fundación Universitaria Luis Amigó ,0,2009,10, ,25 - 40,,"MARIO LEON RESTREPO MUNERA, CARLOS ANDRES ARISTIZABAL BOTERO, JOSE ENRIQUE ARIAS PEREZ"
1133,1144,1.0000000000000002,GORAS,Artículos publicados,Publicado en revista especializada,Prospectiva de Marketing Social en Empresas de Servicios. El Marketing Social: Más allá de las Acciones de Responsabilidad Social Empresarial,Colombia,Revista Fundación Universitaria Luis Amigó ,0,2009,10, ,25 - 40,,"MARIO LEON RESTREPO MUNERA, CARLOS ANDRES ARISTIZABAL BOTERO, JOSE ENRIQUE ARIAS PEREZ"
1134,1132,0.8749999999999999,GORAS,Artículos publicados,Publicado en revista especializada,Construcción de una herramienta para la identificación de conocimientos clave en el proceso de I+D+i en la UPB,Colombia,Revista Ciencias Estrategicas ,1794-8347,2009,17,21 ,75 - 88,,CARLOS MARIO DURANGO YEPES
1135,1141,0.7130240959073808,GORAS,Artículos publicados,Publicado en revista especializada,Influencia de la Estructura Organizacional en la Creación de Conocimiento,Colombia,Semestre Económico ,0120-6346,2008,11,22 ,161 - 184,,"JOSE ENRIQUE ARIAS PEREZ, CARLOS ANDRES ARISTIZABAL BOTERO"
1135,1136,0.8583950752789522,GORAS,Artículos publicados,Publicado en revista especializada,Influencia de la Estructura Organizacional en la Creación de Conocimiento,Colombia,Semestre Económico ,0120-6346,2008,11,22 ,161 - 184,,"JOSE ENRIQUE ARIAS PEREZ, CARLOS ANDRES ARISTIZABAL BOTERO"
1136,1135,0.8583950752789522,GORAS,Artículos publicados,Publicado en revista especializada,"Influencia de la estructura organizacional en la creación de conocimiento, estudio del caso EPM Medellín",Colombia,Semestre Económico ,0120-6346,2008,11,22 ,161 - 184,http://www.scielo.org.co/pdf/seec/v11n22/v11n22a8.pdf,"CARLOS ANDRES ARISTIZABAL BOTERO, JOSE ENRIQUE ARIAS PEREZ"
1138,1128,0.7257747386024231,GORAS,Artículos publicados,Publicado en revista especializada,Rol del Profesor en el Proceso de Enseñanza Aprendizaje,Colombia,Investigacion y Educacion en Enfermeria ,0120-5307,2008,26,1 ,106 - 114,http://www.scielo.org.co/pdf/iei/iee/v26n1/v26n1a10.pdf,"CARLOS ANDRES ARISTIZABAL BOTERO, JORGE ARBEY TORO OCAMPO, BEATRIZ ELENA OSPINA RAVE"
1139,1133,0.949070752956621,GORAS,Artículos publicados,Publicado en revista especializada,Prospectiva del Marketing Social en Empresas de Servicio. El Marketing Social: Más allá de las Acciones de Responsabilidad Social Empresarial,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2007,10,17 ,25 - 40,,"CARLOS ANDRES ARISTIZABAL BOTERO, MARIO LEON RESTREPO MUNERA, JOSE ENRIQUE ARIAS PEREZ"
1139,1144,0.949070752956621,GORAS,Artículos publicados,Publicado en revista especializada,Prospectiva del Marketing Social en Empresas de Servicio. El Marketing Social: Más allá de las Acciones de Responsabilidad Social Empresarial,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2007,10,17 ,25 - 40,,"CARLOS ANDRES ARISTIZABAL BOTERO, MARIO LEON RESTREPO MUNERA, JOSE ENRIQUE ARIAS PEREZ"
1140,1146,0.7499999999999999,GORAS,Artículos publicados,Publicado en revista especializada,Impactos del Mercadeo Social en Organizaciones de Servicios,Colombia,Semestre Económico ,0120-6346,2007,10,19 ,113 - 123,,"CARLOS ANDRES ARISTIZABAL BOTERO, MARIO LEON RESTREPO MUNERA, JOSE ENRIQUE ARIAS PEREZ"
1140,1145,0.9999999999999999,GORAS,Artículos publicados,Publicado en revista especializada,Impactos del Mercadeo Social en Organizaciones de Servicios,Colombia,Semestre Económico ,0120-6346,2007,10,19 ,113 - 123,,"CARLOS ANDRES ARISTIZABAL BOTERO, MARIO LEON RESTREPO MUNERA, JOSE ENRIQUE ARIAS PEREZ"
1141,1135,0.7130240959073808,GORAS,Artículos publicados,Publicado en revista especializada,La Influencia de la Dimensión Humana en la Gestión del Conocimiento,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2007,10,17 ,78 - 83,,CARLOS ANDRES ARISTIZABAL BOTERO
1141,1113,0.7312724241271307,GORAS,Artículos publicados,Publicado en revista especializada,La Influencia de la Dimensión Humana en la Gestión del Conocimiento,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2007,10,17 ,78 - 83,,CARLOS ANDRES ARISTIZABAL BOTERO
1142,1143,0.8522703628007908,GORAS,Artículos publicados,Publicado en revista especializada,"Sistematización de la experiencia: ¿Proyecto de capacitación a líderes participantes en las escuelas de formación ciudadana para la gestión del desarrollo local y la construcción de lo público, a representantes de organizaciones para la dinamización y apoyo a redes ciudadanas, sociales y comunitaria",Colombia,Revista Tecnológico de Antioquía ,0121-6945,2007,1,N/A ,7 - 23,,MARTHA DEL SOCORRO ALZATE CARDENAS
1143,1142,0.8522703628007908,GORAS,Artículos publicados,Publicado en revista especializada,Sistematización de la Experiencia: ¿Capacitación para la creación y consolidación de semilleros para la participación juvenil e infantil y a líderes participantes en las escuelas de formación ciudadana para la gestión del desarrollo local y la construcción de lo público en las zonas noroccidental y,Colombia,Revista Tecnológico de Antioquía ,0121-6945,2007,1,N/A ,13 - 21,,MARTHA DEL SOCORRO ALZATE CARDENAS
1143,1114,0.7035264706814484,GORAS,Artículos publicados,Publicado en revista especializada,Sistematización de la Experiencia: ¿Capacitación para la creación y consolidación de semilleros para la participación juvenil e infantil y a líderes participantes en las escuelas de formación ciudadana para la gestión del desarrollo local y la construcción de lo público en las zonas noroccidental y,Colombia,Revista Tecnológico de Antioquía ,0121-6945,2007,1,N/A ,13 - 21,,MARTHA DEL SOCORRO ALZATE CARDENAS
1144,1139,0.949070752956621,GORAS,Artículos publicados,Publicado en revista especializada,Prospectiva de Marketing Social en Empresas de Servicios. El Marketing Social: Más allá de las Acciones de Responsabilidad Social Empresarial.,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2007,10,17 ,25 - 40,,"CARLOS ANDRES ARISTIZABAL BOTERO, MARIO LEON RESTREPO MUNERA, JOSE ENRIQUE ARIAS PEREZ"
1144,1133,1.0000000000000002,GORAS,Artículos publicados,Publicado en revista especializada,Prospectiva de Marketing Social en Empresas de Servicios. El Marketing Social: Más allá de las Acciones de Responsabilidad Social Empresarial.,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2007,10,17 ,25 - 40,,"CARLOS ANDRES ARISTIZABAL BOTERO, MARIO LEON RESTREPO MUNERA, JOSE ENRIQUE ARIAS PEREZ"
1145,1140,0.9999999999999999,GORAS,Artículos publicados,Publicado en revista especializada,Impactos del Mercadeo Social en Organizaciones de Servicios,Colombia,Semestre Económico ,0120-6346,2007,10,19 ,113 - 123,,"CARLOS ANDRES ARISTIZABAL BOTERO, JOSE ENRIQUE ARIAS PEREZ, MARIO LEON RESTREPO"
1145,1146,0.7499999999999999,GORAS,Artículos publicados,Publicado en revista especializada,Impactos del Mercadeo Social en Organizaciones de Servicios,Colombia,Semestre Económico ,0120-6346,2007,10,19 ,113 - 123,,"CARLOS ANDRES ARISTIZABAL BOTERO, JOSE ENRIQUE ARIAS PEREZ, MARIO LEON RESTREPO"
1146,1145,0.7499999999999999,GORAS,Artículos publicados,Publicado en revista especializada,Impacto del Mercadeo Scoial en Organizaciones de Servicios,Colombia,Semestre Económico ,0120-6346,2007,10, ,113 - 123,,"MARIO LEON RESTREPO MUNERA, CARLOS ANDRES ARISTIZABAL BOTERO"
1146,1140,0.7499999999999999,GORAS,Artículos publicados,Publicado en revista especializada,Impacto del Mercadeo Scoial en Organizaciones de Servicios,Colombia,Semestre Económico ,0120-6346,2007,10, ,113 - 123,,"MARIO LEON RESTREPO MUNERA, CARLOS ANDRES ARISTIZABAL BOTERO"
1151,1128,0.7481900559272088,GORAS,Artículos publicados,Publicado en revista especializada,"La Escala Liker en la Valoración de los Conocimientos y las Actitudes de los Profesionales de enfermería en el Cuidado de Enfermería en el Cuidado de la Salud. Antioquia, 2003",Colombia,Investigacion y Educacion en Enfermeria ,0120-5307,2005,23,1 ,14 - 29,http://hdl.handle.net/10495/5041,"CARLOS ANDRES ARISTIZABAL BOTERO, MARTHA CECILIA RAMIREZ GOMEZ, BEATRIZ ELENA OSPINA RAVE, JUAN DE JESUS SANDOVAL"
1151,1108,0.7517296073704975,GORAS,Artículos publicados,Publicado en revista especializada,"La Escala Liker en la Valoración de los Conocimientos y las Actitudes de los Profesionales de enfermería en el Cuidado de Enfermería en el Cuidado de la Salud. Antioquia, 2003",Colombia,Investigacion y Educacion en Enfermeria ,0120-5307,2005,23,1 ,14 - 29,http://hdl.handle.net/10495/5041,"CARLOS ANDRES ARISTIZABAL BOTERO, MARTHA CECILIA RAMIREZ GOMEZ, BEATRIZ ELENA OSPINA RAVE, JUAN DE JESUS SANDOVAL"
1170,1172,0.9999999999999999,JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,El Estado en Arendt y Maquiavelo: dos visiones,Colombia,Revista Facultad De Derecho Y Ciencias Politicas ,0120-3886,2016,46,N/A ,145 - 169,,"MONICA LUCIA GRANDA VIVEROS, JORGE IVAN GAVIRIA MESA"
1171,1180,0.7155417527999326,JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,De la justicia transicional: verdades y mentiras sobre la paz en Colombia. El inicio de la violencia,Colombia,Iustitia ,1692-9403,2016,14, ,9 - 22,http://dx.doi.org/10.15332/iust.v0i14.1676,RODRIGO ORLANDO OSORIO MONTOYA
1172,1170,0.9999999999999999,JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,El Estado en Arendt y Maquiavelo: dos visiones,Colombia,Revista Facultad De Derecho Y Ciencias Politicas ,0120-3886,2016,46, ,145 - 179,,"JORGE IVAN GAVIRIA MESA, MONICA LUCIA GRANDA VIVEROS"
1178,1179,0.8864052604279182,JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,Contratos de Prestación de Servicios en el Sector Estatal,Colombia,Ratio Juris ,1794-6638,2014,9, ,59 - 76,,"JORGE IVAN GAVIRIA MESA, MONICA LUCIA GRANDA VIVEROS"
1179,1178,0.8864052604279182,JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,El Contrato de Prestación de Servicios en el Sector Estatal,Colombia,Ratio Juris ,1794-6638,2014,9, ,59 - 76,,"MONICA LUCIA GRANDA VIVEROS, JORGE IVAN GAVIRIA MESA"
1180,1171,0.7155417527999326,JURIDICAS Y SOCIALES,Artículos publicados,Publicado en revista especializada,La Agenda de Paz: Participación política de las FARC-EP y la justicia transicional en Colombia,Colombia,Juridicas ,1794-2918,2013,10,2 ,119 - 143,,PAULO BERNARDO ARBOLEDA RAMIREZ
