item1,item2,similarity,grupo,categoria,tipo_producto,titulo,pais_revista,revista,ISSN,ano,vol,fasc,pags,DOI,autores
491,494,1.0000000000000002,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Sentidos de comunidad y construcción de paz,Colombia,Rhs-Revista Humanismo y Sociedad ,2339-4196,2020,8,2 ,146 - 161,10.22209/rhs.v8n2a10,"NICOLASA MARIA DURAN PALACIO, MAGDA VICTORIA DIAZ ALZATE"
492,490,0.9999999999999998,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Diagnósticos, atención y cuidado: relatos de madres de niños con Necesidades Educativas Especiales",Colombia,Revista Lasallista de Investigacion ,1794-4449,2020,17,2 ,194 - 208,10.22507/rli.v17n2a14,"MAGDA VICTORIA DIAZ ALZATE, NICOLASA MARIA DURAN PALACIO, DIEGO LEON AGUDELO CORDOBA"
494,491,1.0000000000000002,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Sentidos de comunidad y construcción de paz,Colombia,Rhs-Revista Humanismo y Sociedad ,2339-4196,2020,8,2 ,146 - 161,10.22209/rhs.v8n2a10,"NICOLASA MARIA DURAN PALACIO, MAGDA VICTORIA DIAZ ALZATE"
495,514,0.7181848464596079,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Riesgo suicida y su relación con la inteligencia emocional y la autoestima en estudiantes universitarios,,Terapia Psicologica ,0718-4808,2020,38,3 ,403 - 426,10.4067/S0718-48082020000300403,"ANYERSON STITHS GOMEZ TABARES, CESAR NUNEZ, VICENTE CABALLO, MARIA PAULA AGUDELO OSORIO"
500,529,0.7613869876268813,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Tendencias Prosociales y su Relación con la Empatía y la Autoeficacia Emocional en Adolescentes en Vulnerabilidad Psicosocial,Colombia,Revista Colombiana de Psicologia ,2344-8644,2020,29,2 ,125 - 147,10.15446/rcp.v29n2.78430,"MARIELA NARVAEZ MARIN, ANYERSON STITHS GOMEZ TABARES"
502,504,0.9999999999999998,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Narrativas de reconocimiento de adultos con discapacidad: hacia una vida independiente,España,Revista Española de Discapacidad ,2340-5104,2020,8,N/A ,63 - 77,10.5569/2340-5104.08.01.04,"MAGDA VICTORIA DIAZ ALZATE, NATALI ROLDAN BERRIO, NICOLASA MARIA DURAN PALACIO"
504,502,0.9999999999999998,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Narrativas de reconocimiento de adultos con discapacidad: hacia una vida independiente,España,Revista Española de Discapacidad ,2340-5104,2020,8,1 ,63 - 77,10.5569/2340-5104.08.01.04,"MAGDA VICTORIA DIAZ ALZATE, NICOLASA MARIA DURAN PALACIO, NATALI ROLDAN BERRIO"
505,506,1.0000000000000002,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Motivaciones prosociales, empatía y diferencias de género en adolescentes víctimas del conflicto armado e infractores de la ley",España,Revista Sobre la Infancia y la Adolescencia ,2174-7210,2020,18,1 ,69 - 90,10.4995/reinad.2020.12771,"ANYERSON STITHS GOMEZ TABARES, NICOLASA MARIA DURAN PALACIO"
505,508,1.0000000000000002,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Motivaciones prosociales, empatía y diferencias de género en adolescentes víctimas del conflicto armado e infractores de la ley",España,Revista Sobre la Infancia y la Adolescencia ,2174-7210,2020,18,1 ,69 - 90,10.4995/reinad.2020.12771,"ANYERSON STITHS GOMEZ TABARES, NICOLASA MARIA DURAN PALACIO"
505,482,0.7807200583588264,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Motivaciones prosociales, empatía y diferencias de género en adolescentes víctimas del conflicto armado e infractores de la ley",España,Revista Sobre la Infancia y la Adolescencia ,2174-7210,2020,18,1 ,69 - 90,10.4995/reinad.2020.12771,"ANYERSON STITHS GOMEZ TABARES, NICOLASA MARIA DURAN PALACIO"
505,481,0.7807200583588264,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Motivaciones prosociales, empatía y diferencias de género en adolescentes víctimas del conflicto armado e infractores de la ley",España,Revista Sobre la Infancia y la Adolescencia ,2174-7210,2020,18,1 ,69 - 90,10.4995/reinad.2020.12771,"ANYERSON STITHS GOMEZ TABARES, NICOLASA MARIA DURAN PALACIO"
506,508,1.0000000000000002,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"MOTIVACIONES PROSOCIALES, EMPATÍA Y DIFERENCIAS DE GÉNERO EN ADOLESCENTES VÍCTIMAS DEL CONFLICTO ARMADO E INFRACTORES DE LA LEY",España,Revista Sobre la Infancia y la Adolescencia ,2174-7210,2020,1,18 ,69 - 90,10.4995/reinad.2020.12771,"ANYERSON STITHS GOMEZ TABARES, NICOLASA MARIA DURAN PALACIO"
506,505,1.0000000000000002,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"MOTIVACIONES PROSOCIALES, EMPATÍA Y DIFERENCIAS DE GÉNERO EN ADOLESCENTES VÍCTIMAS DEL CONFLICTO ARMADO E INFRACTORES DE LA LEY",España,Revista Sobre la Infancia y la Adolescencia ,2174-7210,2020,1,18 ,69 - 90,10.4995/reinad.2020.12771,"ANYERSON STITHS GOMEZ TABARES, NICOLASA MARIA DURAN PALACIO"
506,481,0.7807200583588264,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"MOTIVACIONES PROSOCIALES, EMPATÍA Y DIFERENCIAS DE GÉNERO EN ADOLESCENTES VÍCTIMAS DEL CONFLICTO ARMADO E INFRACTORES DE LA LEY",España,Revista Sobre la Infancia y la Adolescencia ,2174-7210,2020,1,18 ,69 - 90,10.4995/reinad.2020.12771,"ANYERSON STITHS GOMEZ TABARES, NICOLASA MARIA DURAN PALACIO"
506,482,0.7807200583588264,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"MOTIVACIONES PROSOCIALES, EMPATÍA Y DIFERENCIAS DE GÉNERO EN ADOLESCENTES VÍCTIMAS DEL CONFLICTO ARMADO E INFRACTORES DE LA LEY",España,Revista Sobre la Infancia y la Adolescencia ,2174-7210,2020,1,18 ,69 - 90,10.4995/reinad.2020.12771,"ANYERSON STITHS GOMEZ TABARES, NICOLASA MARIA DURAN PALACIO"
508,505,1.0000000000000002,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Motivaciones prosociales, empatía y diferencias de género en adolescentes víctimas del conflicto armado e infractores de la ley",España,Revista Sobre la Infancia y la Adolescencia ,2174-7210,2020,1,18 ,69 - 90,10.4995/reinad.2020.12771,"NICOLASA MARIA DURAN PALACIO, ANYERSON STITHS GOMEZ TABARES"
508,481,0.7807200583588264,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Motivaciones prosociales, empatía y diferencias de género en adolescentes víctimas del conflicto armado e infractores de la ley",España,Revista Sobre la Infancia y la Adolescencia ,2174-7210,2020,1,18 ,69 - 90,10.4995/reinad.2020.12771,"NICOLASA MARIA DURAN PALACIO, ANYERSON STITHS GOMEZ TABARES"
508,482,0.7807200583588264,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Motivaciones prosociales, empatía y diferencias de género en adolescentes víctimas del conflicto armado e infractores de la ley",España,Revista Sobre la Infancia y la Adolescencia ,2174-7210,2020,1,18 ,69 - 90,10.4995/reinad.2020.12771,"NICOLASA MARIA DURAN PALACIO, ANYERSON STITHS GOMEZ TABARES"
508,506,1.0000000000000002,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Motivaciones prosociales, empatía y diferencias de género en adolescentes víctimas del conflicto armado e infractores de la ley",España,Revista Sobre la Infancia y la Adolescencia ,2174-7210,2020,1,18 ,69 - 90,10.4995/reinad.2020.12771,"NICOLASA MARIA DURAN PALACIO, ANYERSON STITHS GOMEZ TABARES"
510,513,1.0000000000000002,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"ADOLESCENTES EN INTERNET, LA MEDIACIÓN ENTRE RIESGOS Y OPORTUNIDADES",Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,2020,11,N/A ,153 - 180,10.21501/22161201.2979,"DORA LILIANA OSORIO TAMAYO, KATY LUZ MILLAN OTERO"
513,510,1.0000000000000002,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Adolescentes en Internet: La mediación entre riesgos y oportunidades,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,2020,11,1 ,153 - 180,10.21501/22161201.2979,"DORA LILIANA OSORIO TAMAYO, KATY LUZ MILLAN OTERO"
514,495,0.7181848464596079,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Riesgo e Ideación Suicida y su Relación con la Impulsividad y la Depresión en Adolescentes Escolares,,Revista Iberoamericana de Diagnostico y Evaluacion Psicologica ,2183-6051,2020,1,54 ,147 - 163,10.21865/RIDEP54.1.12,"ANYERSON STITHS GOMEZ TABARES, CESAR NUNEZ, ANDRES MAURICIO GRISALES AGUIRRE, MARIA PAULA AGUDELO OSORIO"
515,519,0.9999999999999999,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Representaciones sociales de la minería, emergentes en el conflicto socioambiental del Bajo Cauca antioqueño",España,Revista de Paz y Conflictos ,1988-7221,2019,12,2 ,249 - 266,10.30827/revpaz.v12i2.11558,"HEIDI SMITH PULIDO VARON, NICOLASA MARIA DURAN PALACIO"
516,520,1.0000000000000002,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Motivaciones prosociales y desconexión moral en adolescentes desvinculados de grupos armados ilegales,Colombia,Psicología desde el Caribe ,2011-7485,2019,36,3 ,297 - 327,10.14482/psdc.36.3.303.6,"MARIA CRISTINA CORREA DUQUE, ANYERSON STITHS GOMEZ TABARES, MARIELA NARVAEZ MARIN"
516,528,0.7216878364870324,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Motivaciones prosociales y desconexión moral en adolescentes desvinculados de grupos armados ilegales,Colombia,Psicología desde el Caribe ,2011-7485,2019,36,3 ,297 - 327,10.14482/psdc.36.3.303.6,"MARIA CRISTINA CORREA DUQUE, ANYERSON STITHS GOMEZ TABARES, MARIELA NARVAEZ MARIN"
519,515,0.9999999999999999,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Representaciones sociales de la minería, emergentes en el conflicto socioambiental del Bajo Cauca antioqueño.",España,Revista de Paz y Conflictos ,1988-7221,2019,12,2 ,249 - 266,10.30827/revpaz.v12i2.11558,"NICOLASA MARIA DURAN PALACIO, HEIDI SMITH PULIDO VARON"
520,516,1.0000000000000002,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Motivaciones prosociales y desconexión moral en adolescentes desvinculados de grupos armados ilegales,Colombia,Psicología desde el Caribe ,2011-7485,2019,36,3 ,297 - 327,10.14482/psdc.36.3.303.6,"MARIA CRISTINA CORREA DUQUE, ANYERSON STITHS GOMEZ TABARES, MARIELA NARVAEZ MARIN"
520,528,0.7216878364870324,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Motivaciones prosociales y desconexión moral en adolescentes desvinculados de grupos armados ilegales,Colombia,Psicología desde el Caribe ,2011-7485,2019,36,3 ,297 - 327,10.14482/psdc.36.3.303.6,"MARIA CRISTINA CORREA DUQUE, ANYERSON STITHS GOMEZ TABARES, MARIELA NARVAEZ MARIN"
528,516,0.7216878364870324,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Potenciales prosociales en niños, niñas y adolescentes desvinculados de grupos armados ilegales en Colombia",España,Quadernos de Psicologia ,2014-4520,2019,21,2 ,e1483 - e1489,10.5565/rev/qpsicologia.1483,ANYERSON STITHS GOMEZ TABARES
528,520,0.7216878364870324,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Potenciales prosociales en niños, niñas y adolescentes desvinculados de grupos armados ilegales en Colombia",España,Quadernos de Psicologia ,2014-4520,2019,21,2 ,e1483 - e1489,10.5565/rev/qpsicologia.1483,ANYERSON STITHS GOMEZ TABARES
528,547,0.75,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Potenciales prosociales en niños, niñas y adolescentes desvinculados de grupos armados ilegales en Colombia",España,Quadernos de Psicologia ,2014-4520,2019,21,2 ,e1483 - e1489,10.5565/rev/qpsicologia.1483,ANYERSON STITHS GOMEZ TABARES
529,500,0.7613869876268813,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Conductas prosociales y su relación con la empatía y la autoeficacia para la regulación emocional en adolescentes desvinculados de grupos armados ilegales,Colombia,Revista Criminalidad ,1794-3108,2019,61,3 , 221 - 246,,ANYERSON STITHS GOMEZ TABARES
530,547,0.8944271909999162,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Prosocialidad en niños, niñas y adolescentes desvinculados de grupos armados ilegales: retos y reflexiones para la investigación social",Colombia,Diversitas : Perspectivas En Psicología ,1794-9998,2018,14,2 ,262 - 276,10.15332/22563067,"MARIELA NARVAEZ MARIN, ANYERSON STITHS GOMEZ TABARES"
536,597,0.7352146220938077,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Duelo en la infancia: la constitución de la pérdida y la muerte en la niñez,Colombia,Textos Y Sentidos ,2215-8820,2018,1,N/A ,179 - 203,,ANYERSON STITHS GOMEZ TABARES
536,553,0.702146887503563,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Duelo en la infancia: la constitución de la pérdida y la muerte en la niñez,Colombia,Textos Y Sentidos ,2215-8820,2018,1,N/A ,179 - 203,,ANYERSON STITHS GOMEZ TABARES
536,666,0.7352146220938077,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Duelo en la infancia: la constitución de la pérdida y la muerte en la niñez,Colombia,Textos Y Sentidos ,2215-8820,2018,1,N/A ,179 - 203,,ANYERSON STITHS GOMEZ TABARES
538,569,0.9285714285714285,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Recursos psicosociales y construcción de bienestar ante la ausencia de los padres,Colombia,Universitas Psychologica ,1657-9267,2018,17,N/A ,1 - 10,https://doi.org/10.11144/Javeriana.upsy.17-2.rpcb,"NANCY CASTANO HINCAPIE, DIANA MARCELA MONTOYA ZULUAGA, NORMAN DARIO MORENO CARMONA"
538,566,0.9285714285714285,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Recursos psicosociales y construcción de bienestar ante la ausencia de los padres,Colombia,Universitas Psychologica ,1657-9267,2018,17,N/A ,1 - 10,https://doi.org/10.11144/Javeriana.upsy.17-2.rpcb,"NANCY CASTANO HINCAPIE, DIANA MARCELA MONTOYA ZULUAGA, NORMAN DARIO MORENO CARMONA"
540,546,0.9999999999999997,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Desarrollo de habilidades para la vida en la prevención del consumo de sustancias psicoactivas: un enfoque crítico al modelo existente,Colombia,El Ágora Usb ,1657-8031,2018,18,1 ,204 - 211,10.21500/16578031.3450,"MAGDA VICTORIA DIAZ ALZATE, SANDRA ISABEL MEJIA ZAPATA"
546,540,0.9999999999999997,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Desarrollo de habilidades para la vida en la prevención del consumo de sustancias psicoactivas: un enfoque crítico al modelo existente,Colombia,El Ágora Usb ,1657-8031,2018,18,N/A ,204 - 211,10.21500/16578031.3450,"MAGDA VICTORIA DIAZ ALZATE, SANDRA ISABEL MEJIA ZAPATA"
547,528,0.75,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Corto (Resumen),"Prosocialidad en niños, niñas y adolescentes desvinculados de grupos armados ilegales: retos y reflexiones",Colombia,Memorias. Congreso Colombiano De Psicología ,2500-4484,2017,1, ,189 - 192,,ANYERSON STITHS GOMEZ TABARES
547,530,0.8944271909999162,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Corto (Resumen),"Prosocialidad en niños, niñas y adolescentes desvinculados de grupos armados ilegales: retos y reflexiones",Colombia,Memorias. Congreso Colombiano De Psicología ,2500-4484,2017,1, ,189 - 192,,ANYERSON STITHS GOMEZ TABARES
553,536,0.702146887503563,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"La participación, la responsabilidad social y la vida en comunidad como ejes para abordar la intimidación escolar.",Colombia,Pensamiento Psicológico ,1657-8961,2017,15,NA ,121 - 132,10.11144/Javerianacali.PPSI15-2.prsv,PAULA VANESSA SANCHEZ AGUDELO
554,556,1.0000000000000002,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"La referencialidad, redefinida desde el bienestar subjetivo y la socialización",Colombia,"Revista Latinoamericana De Ciencias, Niñez Y Juventud. Convenio Universidad De Manizales Y Cinde ",2027-7679,2017,15,2 ,1165 - 1177,10.11600/1692715x.1522525102016,"NORMAN DARIO MORENO CARMONA, JOHANA CARDONA RODRIGUEZ, LILIANA OSORIO TAMAYO"
556,554,1.0000000000000002,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"La referencialidad, redefinida desde el bienestar subjetivo y la socialización",Colombia,"Revista Latinoamericana De Ciencias, Niñez Y Juventud. Convenio Universidad De Manizales Y Cinde ",2027-7679,2017,15,2 ,1165 - 1177,DOI:10.11600/1692715x.1522525102016,"DORA LILIANA OSORIO TAMAYO, FARLEY JOHANNA CARDONA RODRIGUEZ, NORMAN DARIO MORENO CARMONA"
566,569,0.9999999999999999,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Enfrentando la ausencia de los padres: recursos psicosociales y construcción de bienestar,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,2016,7,1 ,181 - 200,https://doi.org/10.21501/issn.2216-1201,"NORMAN DARIO MORENO CARMONA, DIANA MARCELA MONTOYA ZULUAGA, NANCY CASTANO HINCAPIE"
566,538,0.9285714285714285,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Enfrentando la ausencia de los padres: recursos psicosociales y construcción de bienestar,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,2016,7,1 ,181 - 200,https://doi.org/10.21501/issn.2216-1201,"NORMAN DARIO MORENO CARMONA, DIANA MARCELA MONTOYA ZULUAGA, NANCY CASTANO HINCAPIE"
568,570,0.9999999999999999,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Personalidad e Infracciones Frecuentes de Normas de Tránsito,Colombia,Diversitas : Perspectivas En Psicología ,1794-9998,2016,12,1 ,123 - 136,10.15332/s1794-9998.2016.0001.09,"NICOLASA MARIA DURAN PALACIO, NORMAN DARIO MORENO CARMONA"
569,566,0.9999999999999999,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Revisión (Survey),ENFRENTANDO LA AUSENCIA DE LOS PADRES: RECURSOS PSICOSOCIALES Y CONSTRUCCIÓN DE BIENESTAR,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,2016,7, ,1 - 20,https://doi.org/10.21501/issn.2216-1201,NANCY CASTANO HINCAPIE
569,538,0.9285714285714285,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Revisión (Survey),ENFRENTANDO LA AUSENCIA DE LOS PADRES: RECURSOS PSICOSOCIALES Y CONSTRUCCIÓN DE BIENESTAR,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,2016,7, ,1 - 20,https://doi.org/10.21501/issn.2216-1201,NANCY CASTANO HINCAPIE
570,568,0.9999999999999999,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Personalidad e infracciones frecuentes de normas de tránsito,Colombia,Diversitas : Perspectivas En Psicología ,1794-9998,2016,12,1 ,123 - 136,http://dx.doi.org/10.15332/s1794-9998.2016.0001.09,"NORMAN DARIO MORENO CARMONA, NICOLASA MARIA DURAN PALACIO"
589,591,0.9999999999999999,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Construcción del Bienestar Juvenil en las actuales dinámicas de socialización,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,2014,5,1 ,78 - 99,https://doi.org/10.21501/issn.2216-1201,"NORMAN DARIO MORENO CARMONA, JOHANA CARDONA RODRIGUEZ, LILIANA OSORIO TAMAYO"
591,589,0.9999999999999999,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Revisión (Survey),Construcción del bienestar juvenil en las actuales dinámicas de socialización,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,2014,5,1 ,77 - 98,http://dx.doi.org/10.21501/issn.2216-1201,"DORA LILIANA OSORIO TAMAYO, FARLEY JOHANNA CARDONA RODRIGUEZ"
595,596,0.9999999999999999,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,propuesta de formación en una psicología clínico-estética,México,Integración Académica En Psicología ,2007-5588,2013,1,3 ,49 - 60,,"NICOLASA MARIA DURAN PALACIO, SONIA NATALIA COGOLLO OSPINA"
596,595,0.9999999999999999,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Propuesta de formación en una psicología clínico-estética,México,Integración Académica En Psicología ,2007-5588,2013,1,3 ,49 - 60,N/A,"SONIA NATALIA COGOLLO OSPINA, NICOLASA MARIA DURAN PALACIO"
597,536,0.7352146220938077,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Entre la progesión y la regresión: la configuración identitaria en los procesos de pérdida,Colombia,Revista Ces Psicología ,2011-3080,2013,6,N/A ,177 - 194,,"CARMEN PATRICIA DUQUE SIERRA, ALEXANDER ALVIS RIZZO, ALEXANDER RODRIGUEZ BUSTAMANTE"
627,633,0.9999999999999999,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,¿Por qué se vinculan las niñas a los grupos guerrilleros y paramilitares en Colombia?,España,Revista Latinoamericana de Psicologia ,0120-0534,2010,1,N/A ,453 - 467,,FLORENTINO MORENO MARTIN
633,627,0.9999999999999999,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,¿Por qué se vinculan las niñas a los grupos guerrilleros y paramilitares en Colombia?,Colombia,Revista Latinoamericana de Psicologia ,0120-0534,2009,42,3 ,453 - 467,,"JAIME ALBERTO CARMONA PARRA, FLORENTINO MORENO MARTIN, JOHN FELIPE TOBON HOYOS"
656,657,0.7337993857053426,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Aproximación a la guerra y la salud mental. Colombia año 2005,Colombia,Revista electrónica Poiesis ,0,2005,, , - ,,FABER HERNAN ALZATE TORO
657,656,0.7337993857053426,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Guerra y salud mental. Colombia año 2005,Colombia,Poesis ,0,2005,1,1 ,1 - 1,,FABER HERNAN ALZATE TORO
660,664,0.710584946694924,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"La psicología es social. Aportaciones de la psicología relacional objetal, a la construcción de la psicología social",Colombia,Poiésis: Revista Electrónica de Psicología Social ,1692-0945,2005,9,N/A ,1 - 3,http://www.funlam.edu.co/revistas/index.php/poiesis/article/view/466/441,MAURICIO HERNANDO BEDOYA HERNANDEZ
664,660,0.710584946694924,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Cuatro posiciones epistemológicas examinadas a la luz de la psicología social,Colombia,Poiésis: Revista Electrónica de Psicología Social ,1692-0945,2004,4,7 ,1 - 1,,JAIME ALBERTO CARMONA PARRA
666,536,0.7352146220938077,ESTUDIOS DE FENÃ“MENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Ejercicios del poder en la funcionalidad de la violencia en la pareja,Colombia,Poiésis: Revista Electrónica de Psicología Social ,1692-0945,2004,7,1 ,1 - 20,,JOHN FELIPE TOBON HOYOS
681,683,1.0000000000000004,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Correr por cualquier cosa: los efectos del conflicto armado sobre la familia y el territorio en el oriente antioqueño,Chile,Izquierdas ,0718-5049,2020,49,2 ,4159 - 4173,,"ALEXANDRA MARIA GONZALEZ MORA, ANGELA MARITZA LOPERA JARAMILLO"
683,681,1.0000000000000004,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Correr por cualquier cosa: los efectos del conflicto armado sobre la familia y el territorio en el oriente antioqueño,Chile,Izquierdas ,0718-5049,2020,49,2 ,4159 - 4173,,"ANGELA MARITZA LOPERA JARAMILLO, ALEJANDRA MARIA GONZALEZ MORA"
685,687,0.9999999999999998,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,"Método de intervención en desarrollo familiar: teoría, práctica, reflexividad y producción de conocimiento.",Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,2020,11,1 ,100 - 122,10.21501/issn.2216-1201,"ALEXANDER RODRIGUEZ BUSTAMANTE, GERMAN DARIO HERRERA SARAY, LUZ MARIA LOPEZ MONTANO, EDISON FRANCISCO VIVEROS CHAVARRIA"
687,685,0.9999999999999998,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,"Método de intervención en Desarrollo Familiar: Teoría, práctica, reflexividad y producción de conocimiento",Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,2020,1,1 ,100 - 122,10.21501/22161201.2887,"GERMAN DARIO HERRERA SARAY, EDISON FRANCISCO VIVEROS CHAVARRIA, LUZ MARIA LOPEZ MONTANO, ALEXANDER RODRIGUEZ BUSTAMANTE"
688,693,0.9285714285714285,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Formas de intervención psicosocial para familias que consultan por tema de crianza,Colombia,Infancias Imágenes ,1657-9089,2019,18,N/A ,226 - 246,10.14483/16579089.14609,"LEDY MARYORY BEDOYA CARDONA, OVIDIO HERRERA RIVERA, ADRIANA MARIA CORONADO MENDOZA"
